origin,path,branch,developer,buildOutcome,buildStartTime,buildEndTime,buildLog,buildId,buildChangeset,buildDependencyResolutionTimeMs,buildMavenVersion,buildGradleVersion,buildBazelVersion,buildDotnetVersion,buildPythonVersion,buildNodeVersion,buildSourceFileCount,buildLineCount,buildParseErrorCount,buildWeight,buildMaxWeight,buildMaxWeightSourceFile,buildElapsedTimeMs,organization,buildFailureType,buildLogExists
github.com,kingchrisa/kendo-angular-moderne,master,,Failed,2025-11-04T01:05:49.774341600Z,2025-11-04T01:05:51.948334800Z,/logs/D%3A%5CUsers%5Cchris.a.king%5Cprojects%5Ckendo-angular-moderne%5Cexamples-standalone%5Cfinance-portfolio%5Cnode_modules%5Cinquirer%5Clib%5C.moderne%5Cbuild%5C20251103190528-IBbwd%5Cbuild.log,20251103190528-IBbwd,f82adba90e67cbcafafa58b3e953710e1dc332a4,0,,,,,,,0,0,0,0,0,,2174,node_modules/inquirer,Other #1,true
