origin,path,branch,developer,buildOutcome,buildStartTime,buildEndTime,buildLog,buildId,buildChangeset,buildDependencyResolutionTimeMs,buildMavenVersion,buildGradleVersion,buildBazelVersion,buildDotnetVersion,buildPythonVersion,buildNodeVersion,buildSourceFileCount,buildLineCount,buildParseErrorCount,buildWeight,buildMaxWeight,buildMaxWeightSourceFile,buildElapsedTimeMs,organization
github.com,kingchrisa/kendo-angular-moderne,master,,Failed,2025-11-04T01:05:49.774341600Z,2025-11-04T01:05:51.948334800Z,D:\Users\chris.a.king\projects\kendo-angular-moderne\examples-standalone\finance-portfolio\node_modules\inquirer\lib\.moderne\build\20251103190528-IBbwd\build.log,20251103190528-IBbwd,f82adba90e67cbcafafa58b3e953710e1dc332a4,0,,,,,,,0,0,0,0,0,,2174,node_modules/inquirer
